job_id,client_id,pay_amount,pay_verified,response_time_hours,complaints_count,complaints_payment_related,info_complete,profile_complete,past_jobs,past_paid_jobs,account_age_days,risk_label
J3263,C676,259.95,1,10.17,0,0,0,1,0,0,19,caution
J3264,C455,416.3,0,22.86,5,1,0,0,4,3,776,high_risk
J3265,C13,4545.2,1,23.47,0,0,0,1,0,0,21,caution
J3266,C1041,685.89,1,4.02,0,0,1,1,9,9,1851,safe
J3267,C1188,246.09,1,19.27,0,0,1,1,9,8,1285,safe
J3268,C36,61.67,1,4.91,0,0,1,1,5,5,939,safe
J3269,C783,293.99,1,7.8,0,0,1,1,0,0,242,safe
J3270,C313,523.85,1,18.01,0,0,0,0,0,0,170,caution
J3271,C788,512.2,1,5.82,0,0,1,1,2,2,973,safe
J3272,C124,2023.84,1,5.83,0,0,1,1,4,4,1308,safe
J3273,C900,615.1,1,14.89,0,0,1,1,1,1,542,safe
J3274,C123,505.39,1,20.44,0,0,0,0,10,9,1496,caution
J3275,C437,690.74,0,32.9,0,0,1,0,0,0,5,high_risk
J3276,C391,651.51,0,39.32,0,0,0,0,1,0,51,high_risk
J3277,C483,68.36,0,240.0,0,0,0,0,0,0,5,high_risk
J3278,C566,517.64,0,11.09,0,0,1,0,2,1,386,caution
J3279,C526,457.08,1,3.88,0,0,0,0,0,0,58,caution
J3280,C232,554.82,1,23.9,0,0,1,1,3,2,286,safe
J3281,C953,1091.09,0,18.0,0,0,0,0,0,0,5,high_risk
J3282,C1154,177.68,0,45.68,4,1,1,0,0,0,22,high_risk
J3283,C102,591.62,1,17.54,0,0,0,1,10,10,1979,caution
J3284,C702,639.0,0,35.84,0,0,1,0,0,0,23,high_risk
J3285,C348,130.89,0,43.24,0,0,1,0,0,0,2,high_risk
J3286,C1144,845.53,0,75.61,0,0,0,0,2,1,406,high_risk
J3287,C938,687.89,0,18.78,0,0,1,0,4,2,659,caution
J3288,C767,320.24,0,78.73,0,0,0,0,0,0,7,high_risk
J3289,C84,280.26,0,16.68,1,0,1,0,0,0,18,high_risk
J3290,C958,540.43,1,15.04,0,0,1,1,7,7,1939,safe
J3291,C1138,525.85,1,19.93,0,0,0,0,7,6,777,caution
J3292,C1123,623.96,0,21.2,0,0,1,1,6,2,1280,high_risk
J3293,C664,598.31,0,65.5,2,1,0,0,0,0,23,high_risk
J3294,C748,617.3,1,20.61,0,0,0,0,0,0,21,caution
J3295,C148,277.83,0,44.68,0,0,0,0,0,0,9,high_risk
J3296,C68,471.96,0,17.75,4,1,0,0,5,1,848,high_risk
J3297,C238,568.67,1,9.03,0,0,0,1,0,0,27,caution
J3298,C410,452.64,1,8.9,0,0,1,1,1,1,24,safe
J3299,C248,629.38,1,8.43,0,0,1,1,9,8,1300,safe
J3300,C576,715.41,1,5.65,2,0,1,1,10,10,622,caution
J3301,C225,334.22,0,83.15,3,1,0,0,4,2,664,high_risk
J3302,C977,492.96,0,22.54,0,0,1,0,7,3,1217,high_risk
J3303,C624,394.24,1,12.12,0,0,1,1,12,12,1899,safe
J3304,C127,1073.68,1,6.12,0,0,1,1,9,9,1733,safe
J3305,C971,171.4,0,124.79,0,0,1,0,0,0,10,high_risk
J3306,C43,582.63,1,10.46,1,1,1,1,6,6,844,caution
J3307,C197,1073.25,0,19.04,3,1,0,0,2,0,265,high_risk
J3308,C801,583.59,0,20.12,0,0,0,0,3,1,455,high_risk
J3309,C62,957.81,0,19.56,4,1,1,1,3,1,707,high_risk
J3310,C305,2467.66,0,22.59,0,0,1,0,7,3,621,high_risk
J3311,C42,1903.01,0,16.32,0,0,0,0,0,0,2,high_risk
J3312,C58,584.85,1,20.41,0,0,1,1,1,1,327,safe
J3313,C152,657.08,0,18.76,0,0,0,0,0,0,13,high_risk
J3314,C165,646.62,0,44.06,0,0,0,0,9,3,1326,high_risk
J3315,C243,355.78,0,16.47,0,0,0,0,0,0,1,high_risk
J3316,C1050,542.15,0,40.61,0,0,0,0,0,0,8,high_risk
J3317,C493,834.44,1,6.59,0,0,1,1,6,6,1140,safe
J3318,C23,189.12,1,7.87,0,0,1,1,12,12,1689,safe
J3319,C892,706.81,0,36.18,0,0,0,0,2,1,868,caution
J3320,C88,736.25,1,40.8,0,0,1,0,0,0,4,caution
J3321,C31,157.26,0,109.24,0,0,0,0,1,0,20,high_risk
J3322,C786,374.39,0,27.77,0,0,1,1,2,1,777,caution
J3323,C341,444.69,0,36.48,3,1,0,0,0,0,16,high_risk
J3324,C1110,675.2,0,20.53,0,0,0,0,0,0,27,high_risk
J3325,C32,501.48,1,4.16,1,0,1,1,14,14,1984,caution
J3326,C323,389.82,0,53.1,0,0,0,0,0,0,5,high_risk
J3327,C1190,515.85,1,14.13,0,0,1,1,0,0,17,caution
J3328,C889,586.77,1,12.25,0,0,1,1,9,9,1711,safe
J3329,C833,467.77,1,11.72,0,0,0,0,0,0,179,caution
J3330,C99,825.12,1,7.92,2,1,1,1,3,3,996,high_risk
J3331,C240,506.79,1,18.28,0,0,1,1,12,12,1323,safe
J3332,C711,648.19,1,41.39,0,0,0,0,5,5,861,caution
J3333,C124,288.48,0,17.82,5,1,0,0,0,0,18,high_risk
J3334,C874,572.64,1,3.96,2,0,1,1,9,9,1003,caution
J3335,C341,398.61,1,10.58,0,0,1,1,6,5,1386,safe
J3336,C588,398.94,0,14.43,0,0,1,1,5,2,608,high_risk
J3337,C884,808.29,1,24.78,0,0,1,1,10,9,1206,safe
J3338,C64,368.31,0,36.73,0,0,0,0,5,2,509,high_risk
J3339,C1197,397.32,0,114.13,0,0,1,0,0,0,20,high_risk
J3340,C1046,154.2,0,69.87,0,0,0,0,0,0,19,high_risk
J3341,C320,1678.52,0,38.97,0,0,0,0,0,0,29,high_risk
J3342,C325,160.59,1,13.31,0,0,0,1,3,2,104,caution
J3343,C975,735.7,0,46.28,0,0,0,0,0,0,12,high_risk
J3344,C821,573.6,1,8.62,2,0,0,0,11,11,1224,caution
J3345,C998,661.2,0,47.52,0,0,0,0,0,0,11,high_risk
J3346,C644,592.96,1,27.73,0,0,1,1,4,4,925,safe
J3347,C813,308.14,1,8.34,0,0,1,1,2,2,389,safe
J3348,C1176,663.38,0,31.65,0,0,0,0,0,0,23,high_risk
J3349,C617,2725.05,1,29.79,0,0,1,0,0,0,12,caution
J3350,C496,616.05,0,89.96,0,0,0,0,0,0,6,high_risk
J3351,C1115,25.0,1,7.8,0,0,1,1,8,8,1466,safe
J3352,C1009,261.24,0,42.38,0,0,0,0,0,0,15,high_risk
J3353,C789,359.01,1,11.96,1,0,1,1,4,4,1561,caution
J3354,C474,561.21,1,10.34,0,0,1,1,2,2,480,safe
J3355,C626,184.99,0,7.28,0,0,1,1,9,3,1354,high_risk
J3356,C837,954.76,0,17.35,2,1,0,0,11,5,1636,high_risk
J3357,C734,752.54,1,5.83,0,0,1,1,10,10,1559,safe
J3358,C549,760.32,0,25.01,0,0,1,0,13,6,1349,high_risk
J3359,C928,3169.35,0,27.89,0,0,0,0,0,0,12,high_risk
J3360,C727,608.98,0,10.88,0,0,1,1,3,1,399,high_risk
J3361,C159,274.35,1,17.12,0,0,1,0,0,0,1,caution
J3362,C183,2556.46,1,37.31,2,0,1,1,3,3,781,caution
J3363,C1000,401.54,1,8.18,0,0,1,1,4,3,1228,safe
J3364,C642,453.62,0,21.49,0,0,0,0,2,1,1247,caution
J3365,C1019,671.08,1,12.99,0,0,1,0,5,5,1560,caution
J3366,C537,387.35,0,23.64,0,0,0,0,0,0,18,high_risk
J3367,C424,376.87,1,4.73,1,0,1,1,15,14,1735,caution
J3368,C324,2259.95,0,80.28,0,0,0,0,5,1,914,high_risk
J3369,C79,336.23,1,4.06,0,0,1,1,3,3,515,safe
J3370,C794,1772.36,0,9.69,0,0,1,0,7,3,1478,high_risk
J3371,C936,483.18,1,25.77,1,0,1,1,0,0,21,caution
J3372,C888,616.17,0,8.76,0,0,0,1,0,0,0,high_risk
J3373,C1051,646.28,1,26.12,0,0,0,1,1,1,21,caution
J3374,C983,367.12,1,20.42,2,0,1,1,13,11,1549,caution
J3375,C695,165.37,0,18.52,0,0,1,1,0,0,7,high_risk
J3376,C132,3699.76,0,22.76,0,0,1,1,3,1,358,high_risk
J3377,C898,49.9,0,26.3,0,0,1,0,0,0,92,high_risk
J3378,C713,581.26,0,22.58,0,0,1,0,0,0,23,high_risk
J3379,C917,490.56,1,8.42,3,0,1,1,7,7,1655,caution
J3380,C691,552.33,0,24.68,0,0,0,0,7,4,1573,caution
J3381,C349,561.72,0,27.65,1,0,0,0,0,0,25,high_risk
J3382,C275,452.44,0,51.7,3,1,0,0,0,0,6,high_risk
J3383,C137,483.29,0,33.44,0,0,0,0,0,0,4,high_risk
J3384,C453,566.67,0,47.98,0,0,0,0,0,0,26,high_risk
J3385,C1055,553.38,1,11.79,0,0,1,0,0,0,52,caution
J3386,C223,25.0,1,17.89,0,0,1,1,10,10,1353,safe
J3387,C302,486.21,0,62.2,0,0,0,0,0,0,14,high_risk
J3388,C216,659.98,0,8.27,0,0,0,0,2,0,236,high_risk
J3389,C522,355.59,0,45.92,0,0,0,0,0,0,1,high_risk
J3390,C184,592.53,1,8.03,0,0,1,1,8,8,1178,safe
J3391,C1051,704.19,1,9.36,2,0,1,1,5,4,994,caution
J3392,C1068,518.68,0,32.71,0,0,1,0,3,1,460,high_risk
J3393,C386,524.79,1,17.7,0,0,1,1,0,0,23,caution
J3394,C111,228.67,1,10.59,2,0,1,1,5,4,949,caution
J3395,C501,481.38,0,33.01,0,0,1,1,3,2,736,caution
J3396,C38,599.54,1,22.37,0,0,0,0,0,0,29,caution
J3397,C36,412.61,0,23.22,0,0,0,0,0,0,13,high_risk
J3398,C587,422.79,0,57.93,0,0,0,1,0,0,28,high_risk
J3399,C93,603.82,1,28.18,0,0,0,0,1,1,252,caution
J3400,C586,571.16,0,27.33,0,0,1,0,7,4,866,caution
J3401,C793,593.23,0,19.39,0,0,0,0,1,0,574,high_risk
J3402,C420,186.05,0,17.07,3,0,1,0,5,2,470,high_risk
J3403,C1135,1262.12,1,33.24,0,0,1,1,2,2,1112,safe
J3404,C806,179.63,1,13.32,2,0,1,0,4,4,1009,caution
J3405,C147,446.2,0,39.94,0,0,0,0,0,0,16,high_risk
J3406,C1189,887.81,1,15.69,0,0,1,1,7,7,1407,safe
J3407,C1092,613.38,0,6.98,0,0,1,0,0,0,5,high_risk
J3408,C284,565.32,0,21.13,0,0,0,0,0,0,8,high_risk
J3409,C138,332.64,0,101.59,0,0,0,0,7,2,971,high_risk
J3410,C526,808.49,0,5.06,0,0,0,0,4,1,303,high_risk
J3411,C1060,562.13,0,11.05,0,0,1,0,2,1,857,caution
J3412,C766,36.04,1,11.36,0,0,0,0,4,4,1177,caution
J3413,C1067,364.06,0,14.95,1,0,1,0,3,0,283,high_risk
J3414,C1007,554.74,0,17.28,0,0,1,0,11,6,1142,caution
J3415,C38,454.9,0,18.3,0,0,1,0,0,0,8,high_risk
J3416,C837,716.56,0,33.01,0,0,1,0,0,0,27,high_risk
J3417,C417,274.24,0,27.5,0,0,1,1,0,0,99,high_risk
J3418,C1187,534.8,1,25.54,0,0,0,0,0,0,4,caution
J3419,C259,374.39,1,7.44,2,1,1,1,2,2,719,high_risk
J3420,C779,531.52,0,65.6,0,0,0,0,0,0,15,high_risk
J3421,C1181,390.02,0,39.88,0,0,0,0,0,0,0,high_risk
J3422,C915,511.85,1,23.17,0,0,1,1,5,5,953,safe
J3423,C356,801.94,1,19.55,2,0,1,1,0,0,22,caution
J3424,C1156,184.03,0,18.97,0,0,1,1,2,1,793,caution
J3425,C659,911.76,1,10.57,0,0,0,1,10,8,1580,caution
J3426,C984,1195.68,0,45.21,0,0,1,0,0,0,18,high_risk
J3427,C510,399.5,1,31.74,0,0,1,0,7,7,1439,caution
J3428,C783,779.68,0,29.23,0,0,1,0,6,3,789,caution
J3429,C632,679.36,0,30.73,0,0,0,0,0,0,37,high_risk
J3430,C741,3628.45,1,17.1,1,1,1,1,6,5,1398,caution
J3431,C811,347.72,0,9.35,0,0,1,0,0,0,82,high_risk
J3432,C1013,310.9,1,5.16,0,0,1,1,2,2,758,safe
J3433,C432,404.44,0,41.71,0,0,0,0,0,0,16,high_risk
J3434,C758,414.86,1,8.38,0,0,0,0,4,4,1180,caution
J3435,C1076,254.06,0,23.14,2,1,0,0,1,0,140,high_risk
J3436,C970,342.49,1,12.09,0,0,1,1,0,0,209,safe
J3437,C279,701.33,1,51.81,0,0,1,1,5,5,1076,caution
J3438,C356,808.91,1,10.96,0,0,1,1,6,5,1988,safe
J3439,C1037,318.46,0,7.63,0,0,0,0,1,0,108,high_risk
J3440,C1144,988.15,1,16.82,1,1,1,0,1,1,937,caution
J3441,C678,212.92,0,67.39,0,0,1,0,0,0,13,high_risk
J3442,C489,262.97,0,50.37,0,0,1,0,0,0,27,high_risk
J3443,C1111,122.52,1,16.1,0,0,1,1,6,6,1001,safe
J3444,C119,138.65,1,7.83,0,0,1,1,13,11,1682,safe
J3445,C1007,728.24,1,9.47,0,0,1,1,9,9,1464,safe
J3446,C1159,403.78,0,21.99,7,1,0,0,0,0,1,high_risk
J3447,C907,490.57,1,7.84,1,0,1,1,7,5,1508,caution
J3448,C449,427.16,0,23.93,0,0,1,0,11,5,1361,high_risk
J3449,C406,231.24,1,21.16,1,0,1,1,3,2,1028,caution
J3450,C425,143.07,1,68.61,0,0,1,1,4,4,899,caution
J3451,C264,43.03,1,13.3,0,0,0,1,6,6,1852,caution
J3452,C325,425.1,1,16.85,0,0,0,1,15,15,1752,caution
J3453,C1086,563.26,1,2.87,0,0,0,1,9,8,1980,caution
J3454,C705,286.02,1,9.36,0,0,1,1,2,2,1360,safe
J3455,C180,25.0,0,67.97,0,0,0,0,1,0,737,high_risk
J3456,C265,2924.23,1,12.89,0,0,1,1,0,0,245,safe
J3457,C36,683.69,0,34.37,0,0,1,0,0,0,13,high_risk
J3458,C970,187.71,0,208.62,0,0,0,0,0,0,14,high_risk
J3459,C1006,228.25,1,24.87,0,0,1,1,3,2,745,safe
J3460,C799,623.7,0,43.08,0,0,0,0,1,0,247,high_risk
J3461,C983,80.01,1,11.73,0,0,1,1,3,3,470,safe
J3462,C386,192.5,0,35.28,0,0,1,1,0,0,28,high_risk
J3463,C1101,760.03,1,43.94,3,0,1,1,5,5,1076,caution
J3464,C1094,1177.23,0,139.69,0,0,0,0,0,0,28,high_risk
J3465,C894,476.31,0,19.64,2,1,1,0,4,1,775,high_risk
J3466,C196,231.85,1,4.6,0,0,1,1,14,14,1495,safe
J3467,C1007,2296.8,1,12.55,0,0,1,1,1,1,976,safe
J3468,C448,451.48,1,19.26,2,1,0,1,7,6,1921,high_risk
J3469,C156,671.07,0,108.17,0,0,0,0,0,0,10,high_risk
J3470,C1102,361.49,0,25.46,0,0,1,0,6,2,178,high_risk
J3471,C731,237.38,1,9.88,0,0,1,1,5,4,569,safe
J3472,C623,442.21,1,23.74,0,0,1,1,16,16,1515,safe
J3473,C1099,296.39,1,7.0,1,0,1,1,3,3,1088,caution
J3474,C186,361.43,1,10.56,2,0,1,1,7,6,1513,caution
J3475,C1086,294.96,0,36.72,0,0,0,0,1,0,20,high_risk
J3476,C426,210.87,0,35.06,0,0,0,0,0,0,2,high_risk
J3477,C1079,620.25,0,78.85,0,0,0,0,0,0,25,high_risk
J3478,C22,559.8,0,37.39,0,0,1,0,4,1,1576,high_risk
J3479,C855,263.66,1,8.81,0,0,1,1,8,8,1289,safe
J3480,C405,821.45,0,23.54,3,0,0,0,5,2,826,high_risk
J3481,C439,316.41,1,107.63,1,0,0,0,0,0,19,high_risk
J3482,C1155,633.06,1,6.92,1,1,1,1,0,0,0,caution
J3483,C234,25.0,0,11.86,0,0,1,0,0,0,5,high_risk
J3484,C195,405.97,1,5.78,0,0,1,1,12,11,1345,safe
J3485,C96,92.85,1,17.86,0,0,0,0,3,3,365,caution
J3486,C841,290.92,1,24.1,2,0,1,1,13,13,1470,caution
J3487,C117,3262.06,1,11.37,0,0,1,1,12,10,1457,safe
J3488,C1190,523.67,0,26.09,0,0,0,0,0,0,4,high_risk
J3489,C191,994.4,1,7.84,1,0,1,1,7,7,1147,caution
J3490,C714,2005.78,1,4.31,1,0,1,1,1,1,1471,caution
J3491,C676,525.64,1,31.81,0,0,0,1,6,6,820,caution
J3492,C472,337.06,0,32.41,0,0,1,0,0,0,7,high_risk
J3493,C37,600.06,1,17.01,1,0,1,0,7,7,1397,caution
J3494,C867,492.43,1,20.32,1,0,1,1,11,11,1565,caution
J3495,C213,1225.91,1,34.2,0,0,0,0,10,10,1717,caution
J3496,C306,830.48,0,23.68,0,0,1,0,0,0,36,high_risk
J3497,C430,385.05,0,21.17,0,0,0,0,0,0,18,high_risk
J3498,C693,250.35,1,12.03,3,1,1,1,3,3,1591,high_risk
J3499,C773,662.23,1,11.26,3,0,1,1,2,2,1104,caution
J3500,C1110,589.99,0,26.19,0,0,0,0,0,0,5,high_risk
J3501,C1024,58.76,1,5.71,0,0,1,1,11,11,1453,safe
J3502,C691,69.28,1,15.39,2,0,1,1,2,2,926,caution
J3503,C491,560.28,0,60.05,0,0,1,0,4,1,845,high_risk
J3504,C1108,1364.84,0,104.69,5,1,0,0,0,0,13,high_risk
J3505,C423,525.6,1,10.45,0,0,0,1,0,0,12,caution
J3506,C605,385.32,0,77.88,0,0,0,0,1,0,437,high_risk
J3507,C623,570.7,1,6.29,3,0,0,1,8,8,1663,caution
J3508,C356,616.09,0,29.65,0,0,1,0,3,1,673,high_risk
J3509,C716,89.14,1,27.86,0,0,1,0,2,2,300,caution
J3510,C831,263.52,1,16.97,2,1,1,1,14,14,1760,high_risk
J3511,C431,784.11,1,28.42,0,0,1,1,4,4,498,safe
J3512,C23,553.05,0,19.79,0,0,0,0,0,0,29,high_risk
J3513,C776,604.14,0,32.8,0,0,1,0,0,0,19,high_risk
J3514,C212,929.6,0,32.4,0,0,0,0,0,0,24,high_risk
J3515,C481,702.77,0,53.71,0,0,1,0,2,0,357,high_risk
J3516,C1098,488.89,0,31.85,0,0,0,0,0,0,28,high_risk
J3517,C236,240.27,1,23.11,0,0,0,0,0,0,14,caution
J3518,C87,739.76,1,10.43,0,0,1,1,2,2,459,safe
J3519,C1017,745.16,0,45.48,0,0,0,0,0,0,7,high_risk
J3520,C1037,526.51,0,23.32,0,0,0,0,0,0,2,high_risk
J3521,C250,871.27,1,6.22,0,0,1,1,10,9,1203,safe
J3522,C235,556.59,0,20.1,0,0,0,0,0,0,57,high_risk
J3523,C949,513.13,1,7.02,0,0,1,1,2,1,230,caution
J3524,C710,740.13,1,10.79,0,0,0,1,13,12,1633,caution
J3525,C705,598.91,1,26.29,0,0,1,1,0,0,1,caution
J3526,C991,652.58,0,12.15,0,0,0,0,1,0,330,high_risk
J3527,C907,69.9,1,9.5,0,0,1,1,4,4,1341,safe
J3528,C405,571.83,1,44.8,0,0,1,1,10,9,1680,safe
J3529,C11,399.96,1,4.15,0,0,1,1,2,2,815,safe
J3530,C339,386.85,1,6.23,2,1,1,1,7,6,1493,high_risk
J3531,C261,452.46,0,32.5,0,0,0,0,2,1,860,caution
J3532,C796,360.64,0,10.36,2,1,1,0,3,0,244,high_risk
J3533,C531,643.36,0,33.83,0,0,1,0,0,0,2,high_risk
J3534,C74,257.72,1,33.24,1,0,1,1,11,11,1840,caution
J3535,C1041,137.12,0,18.62,0,0,0,0,11,8,1969,caution
J3536,C120,469.32,0,15.84,0,0,1,0,2,0,227,high_risk
J3537,C124,765.83,1,4.59,0,0,1,1,10,10,1143,safe
J3538,C1109,393.6,0,21.57,0,0,0,0,0,0,5,high_risk
J3539,C681,445.62,0,23.47,0,0,1,0,0,0,185,high_risk
J3540,C996,440.95,1,43.85,1,0,1,1,8,8,1904,caution
J3541,C1009,1002.35,0,24.24,0,0,0,0,2,0,232,high_risk
J3542,C167,687.56,1,15.13,0,0,1,1,0,0,2,caution
J3543,C21,379.3,0,35.54,0,0,0,0,0,0,6,high_risk
J3544,C488,457.82,1,7.22,0,0,1,1,4,4,1125,safe
J3545,C46,341.84,1,3.61,2,1,0,0,7,7,1368,high_risk
J3546,C360,871.85,1,35.37,0,0,1,0,6,6,1002,caution
J3547,C477,191.7,0,43.04,0,0,1,1,0,0,0,high_risk
J3548,C534,303.55,1,32.02,0,0,1,1,0,0,2,caution
J3549,C111,676.85,0,42.13,0,0,1,0,0,0,1,high_risk
J3550,C260,839.73,0,54.34,1,1,0,0,0,0,161,high_risk
J3551,C104,495.97,1,5.89,0,0,1,0,1,1,383,caution
J3552,C769,444.27,0,27.95,3,1,1,0,7,2,1027,high_risk
J3553,C257,506.86,1,16.6,0,0,0,1,9,9,913,caution
J3554,C705,514.69,0,80.73,0,0,0,0,0,0,19,high_risk
J3555,C574,919.73,1,15.64,0,0,1,1,6,6,1602,safe
J3556,C876,587.22,0,38.48,0,0,1,1,0,0,5,high_risk
J3557,C401,425.87,0,41.92,0,0,0,0,0,0,22,high_risk
J3558,C2,579.49,1,6.13,2,0,1,0,0,0,59,caution
J3559,C1167,687.21,0,25.63,0,0,0,0,0,0,1,high_risk
J3560,C1121,310.55,1,9.0,0,0,1,1,6,6,614,safe
J3561,C538,550.98,1,20.08,0,0,1,1,9,7,1204,safe
J3562,C74,504.67,0,36.9,4,1,0,0,6,4,820,high_risk
J3563,C692,269.81,0,66.93,0,0,0,0,0,0,339,high_risk
J3564,C709,415.11,1,16.33,0,0,1,1,12,12,1154,safe
J3565,C452,403.43,1,10.72,0,0,0,1,10,10,1917,caution
J3566,C307,400.41,0,79.01,2,1,0,0,0,0,13,high_risk
J3567,C126,874.23,0,17.35,0,0,1,0,0,0,2,high_risk
J3568,C587,1861.35,1,12.5,0,0,0,0,3,2,972,caution
J3569,C504,569.43,1,6.9,0,0,1,1,12,12,1461,safe
J3570,C658,631.3,0,18.68,0,0,1,0,0,0,5,high_risk
J3571,C542,486.82,1,7.75,0,0,0,0,3,3,485,caution
J3572,C1166,411.07,0,18.23,3,1,0,0,3,1,493,high_risk
J3573,C1143,798.04,1,13.66,1,0,1,1,9,9,1243,caution
J3574,C1192,3160.13,0,21.97,0,0,1,0,0,0,192,high_risk
J3575,C1073,681.38,1,14.24,2,0,1,1,6,5,1328,caution
J3576,C1090,477.82,1,13.91,0,0,1,1,7,7,868,safe
J3577,C7,570.17,1,3.66,0,0,0,0,1,1,677,caution
J3578,C1076,337.29,0,40.16,5,1,1,0,0,0,11,high_risk
J3579,C333,519.81,1,7.77,0,0,1,1,8,8,1643,safe
J3580,C287,264.59,1,6.14,1,0,0,1,0,0,15,caution
J3581,C693,1529.07,1,13.96,2,0,1,1,13,12,1774,caution
J3582,C651,829.14,0,38.02,0,0,0,0,0,0,27,high_risk
J3583,C849,274.37,0,39.98,0,0,0,0,0,0,27,high_risk
J3584,C1031,850.89,0,55.48,0,0,0,0,0,0,25,high_risk
J3585,C538,625.28,0,14.75,0,0,1,1,5,2,681,high_risk
J3586,C998,344.42,0,16.52,0,0,0,1,2,1,28,caution
J3587,C855,551.13,1,19.6,0,0,0,0,0,0,29,caution
J3588,C833,807.71,1,9.23,0,0,1,1,8,8,1168,safe
J3589,C863,747.81,1,75.12,0,0,1,0,5,5,1132,caution
J3590,C577,741.65,0,24.64,0,0,0,0,3,1,771,high_risk
J3591,C854,425.56,0,26.6,0,0,1,0,5,3,1197,caution
J3592,C732,312.44,1,8.59,0,0,0,0,6,6,965,caution
J3593,C304,499.6,0,19.11,2,1,0,0,0,0,24,high_risk
J3594,C814,524.08,0,13.06,0,0,0,0,1,0,28,high_risk
J3595,C12,457.01,1,11.78,1,0,1,0,7,7,1212,caution
J3596,C1043,377.89,1,17.05,0,0,0,0,0,0,22,caution
J3597,C234,298.12,0,50.2,0,0,1,0,0,0,297,high_risk
J3598,C987,642.36,1,12.25,1,0,1,0,4,4,620,caution
J3599,C423,808.47,1,9.12,1,0,1,1,4,4,835,caution
J3600,C881,661.06,0,29.75,0,0,1,0,0,0,347,high_risk
J3601,C539,440.1,0,24.14,6,1,0,0,4,2,380,high_risk
J3602,C842,480.71,1,25.02,0,0,1,0,5,5,1903,caution
J3603,C109,264.27,1,27.26,0,0,1,1,2,2,581,safe
J3604,C886,580.19,1,15.17,1,0,0,1,0,0,25,caution
J3605,C834,444.69,0,19.25,0,0,0,0,0,0,15,high_risk
J3606,C1090,284.63,1,10.51,0,0,1,1,13,13,1945,safe
J3607,C174,454.19,0,39.11,0,0,1,0,0,0,4,high_risk
J3608,C548,327.46,1,5.1,3,0,1,1,2,2,805,caution
J3609,C346,1000.48,1,11.75,0,0,1,0,9,9,1570,caution
J3610,C1188,650.87,1,5.7,1,1,0,0,1,1,426,caution
J3611,C388,270.37,1,14.73,0,0,1,1,5,5,1113,safe
J3612,C774,590.79,1,5.9,0,0,1,1,8,8,1577,safe
J3613,C706,957.16,0,21.0,0,0,0,0,0,0,76,high_risk
J3614,C638,312.08,1,14.11,0,0,0,1,0,0,13,caution
J3615,C881,593.24,0,11.79,0,0,1,0,4,2,1583,caution
J3616,C110,418.74,0,35.39,0,0,0,0,0,0,2,high_risk
J3617,C372,549.83,1,6.01,3,0,1,1,7,7,1821,caution
J3618,C806,145.7,1,28.03,0,0,1,1,7,7,1856,safe
J3619,C1006,581.77,1,31.26,0,0,0,0,8,8,1764,caution
J3620,C681,520.93,1,23.34,0,0,1,1,14,14,1993,safe
J3621,C427,982.15,1,15.39,0,0,0,0,7,7,1651,caution
J3622,C745,91.31,0,42.48,0,0,0,0,0,0,9,high_risk
J3623,C969,403.32,1,10.38,0,0,1,1,10,6,1984,safe
J3624,C325,591.36,0,35.44,0,0,0,0,7,3,711,high_risk
J3625,C193,676.09,1,30.83,0,0,1,1,10,10,1185,safe
J3626,C1021,475.25,0,14.28,2,0,0,0,0,0,41,high_risk
J3627,C432,752.88,0,45.17,0,0,0,0,0,0,4,high_risk
J3628,C1160,512.87,0,12.41,0,0,0,0,0,0,4,high_risk
J3629,C701,527.15,0,27.08,0,0,1,0,1,0,20,high_risk
J3630,C928,153.59,0,33.41,0,0,0,0,0,0,0,high_risk
J3631,C606,616.96,0,31.09,0,0,0,0,7,3,647,high_risk
J3632,C204,803.35,1,21.16,0,0,1,0,10,10,1059,caution
J3633,C435,301.88,1,25.33,0,0,1,1,12,12,1730,safe
J3634,C8,411.69,0,9.08,0,0,1,1,4,1,1111,high_risk
J3635,C256,216.66,1,19.46,0,0,0,1,11,10,1591,caution
J3636,C839,592.9,1,34.08,2,0,1,1,1,1,452,caution
J3637,C606,467.46,0,27.72,0,0,0,0,0,0,14,high_risk
J3638,C1154,662.19,1,8.56,2,0,1,1,8,8,1472,caution
J3639,C112,484.57,0,39.33,0,0,0,0,0,0,18,high_risk
J3640,C127,480.65,0,24.76,0,0,1,0,1,0,143,high_risk
J3641,C476,487.65,0,23.79,0,0,0,0,6,2,786,high_risk
J3642,C1034,533.86,0,64.13,0,0,1,0,1,0,204,high_risk
J3643,C86,504.55,0,92.4,0,0,0,1,4,2,818,high_risk
J3644,C646,585.01,0,30.11,5,0,0,0,0,0,22,high_risk
J3645,C520,785.56,1,59.58,0,0,0,0,5,5,1290,caution
J3646,C937,694.98,1,9.84,0,0,0,1,10,10,1513,caution
J3647,C1156,4594.9,1,19.18,0,0,1,1,7,7,1483,safe
J3648,C632,266.15,1,6.5,0,0,1,1,9,9,1984,safe
J3649,C584,348.74,1,7.17,0,0,1,1,14,14,1763,safe
J3650,C333,4268.89,1,10.02,4,1,0,1,7,7,1184,high_risk
J3651,C706,297.71,1,20.06,1,0,0,1,8,8,1755,caution
J3652,C177,823.98,1,13.8,0,0,1,1,4,3,124,safe
J3653,C603,1772.87,1,4.54,0,0,1,1,9,8,1451,safe
